gloss,closs,cfloss,crloss,cploss
42.9620844523112,-16.191204643249513,-40.36633148193359,19.897135162353514,4.277991612752278
41.909514109293625,-16.445928382873536,-38.96688791910807,18.13650410970052,4.384455323219299
44.87437311808268,-15.872415161132814,-42.072853088378906,22.198026911417642,4.002411037683487
40.49740982055664,-15.651872189839679,-40.626521046956384,20.919651667277016,4.0549973249435425
47.021321614583336,-15.646807607014974,-43.471581522623694,23.729442469278972,4.095331261555353
40.39725748697917,-15.54759070078532,-38.84942855834961,19.228671900431316,4.073165848851204
40.65162531534831,-15.519997278849285,-38.611864217122395,19.187702941894532,3.9041640261809034
43.53465398152669,-15.13614323933919,-39.24409980773926,20.341852951049802,3.766103570659955
40.22871780395508,-15.049386151631674,-38.702569071451826,19.842921384175618,3.810261517763138
38.10187530517578,-14.724482027689614,-37.128211720784506,18.70090179443359,3.7028278907140093
42.89854431152344,-14.394161796569826,-38.759558232625324,20.68808371225993,3.67731274664402
38.413578033447266,-14.361396535237631,-38.636748504638675,20.826640256245934,3.4487118025620775
42.86435572306315,-14.56023686726888,-39.10597941080729,20.94580160776774,3.5999410649140673
43.51981989542643,-14.197401936848959,-39.95020141601563,22.219949150085448,3.5328502928217254
37.32759475708008,-14.030392456054688,-37.306575266520184,19.616566276550294,3.6596164852380753
37.69721603393555,-14.104101371765138,-36.328163146972656,18.90182456970215,3.3222373227278394
35.96469497680664,-13.718333435058593,-36.557515207926436,19.467121505737303,3.372060239315033
38.730448404947914,-14.02544485727946,-36.01836496988932,18.597948519388837,3.3949714849392576
38.429742177327476,-13.603983688354493,-35.15385258992513,18.283611043294272,3.266257802645365
39.92708460489909,-13.449203364054362,-36.74704208374023,20.032165209452312,3.2656736075878143
39.24582163492838,-13.497423744201662,-37.2345474243164,20.619474792480467,3.1176489492257433
39.86897532145182,-13.460595575968426,-38.200879923502605,21.444655100504555,3.295629173517227
38.99243927001953,-13.38503818511963,-36.1622060139974,19.593042373657223,3.184125502904256
42.03230285644531,-13.272031275431317,-38.55477472941081,22.10396041870117,3.1787829995155334
39.983280181884766,-13.217576789855958,-38.672726440429685,22.400220362345376,3.0549292365709944
36.519920349121094,-13.16409823099772,-36.77176475524902,20.496194140116376,3.111472417910894
41.46849822998047,-12.78136552174886,-39.598873901367185,23.620050875345868,3.197457606593768
39.250249226888016,-13.252905019124348,-39.476383717854816,23.20603001912435,3.017448534568151
36.27126439412435,-12.798784192403158,-37.125930786132805,21.282505416870116,3.0446410924196243
41.71603012084961,-12.783675130208334,-35.63023732503255,19.877029291788737,2.9695327182610827
39.3538932800293,-12.865012868245444,-35.71890830993652,19.922862497965493,2.9310330003499985
33.18950525919596,-12.673669052124023,-33.80478083292643,18.204759724934895,2.92635207871596
42.37302652994792,-12.416802406311037,-36.69539057413737,21.18026313781738,3.0983250364661217
34.45438194274902,-12.896433130900068,-35.91352971394857,19.930641810099285,3.0864546795686083
41.062005360921226,-12.638178316752118,-38.73828175862631,23.258005015055343,2.842098395029704
34.98000081380208,-12.733054478963215,-35.99339536031087,20.352793947855634,2.9075469772020974
38.173458099365234,-12.534195836385091,-36.864481608072914,21.395307922363283,2.934977879126867
41.38808949788411,-12.365339597066242,-36.85132420857747,21.61100908915202,2.874975437919299
39.161600748697914,-12.618549855550132,-38.69961980183919,23.101611455281578,2.979458451271057
37.342959086100265,-12.41311798095703,-35.00886789957683,19.75116539001465,2.844584514697393
36.65683364868164,-12.329922294616697,-35.537530517578126,20.346947161356606,2.860661029815674
34.58563995361328,-12.367442893981934,-34.822896067301436,19.579738108317056,2.875715066989263
41.55025100708008,-11.906965001424155,-36.25186932881673,21.670311864217123,2.6745923459529877
37.784278869628906,-12.363665072123208,-36.01641591389974,20.862568537394203,2.7901823570330935
38.08778254191081,-11.717218271891277,-37.45332565307618,23.0562686920166,2.679838704566161
36.14039611816406,-11.941099230448405,-34.968420664469406,20.366144625345868,2.6611767907937365
40.081715901692704,-12.156760915120444,-35.581559371948245,20.620473353068036,2.804325118660927
37.811195373535156,-11.985199801127116,-35.897747039794915,21.17563387552897,2.7369133830070496
38.28636805216472,-11.87784964243571,-36.17816848754883,21.622088623046874,2.6782302061716714
36.087294260660805,-11.819951820373534,-32.72343393961589,18.304971313476564,2.598510796825091
37.15419006347656,-11.785266240437826,-36.637787628173825,22.1519349416097,2.7005863984425864
40.422220865885414,-11.57620538075765,-38.33330434163411,24.226079050699873,2.531019856532415
34.76666259765625,-11.84671319325765,-35.02052803039551,20.51424249013265,2.6595723628997803
36.164146423339844,-11.721396446228027,-32.97277997334798,18.636381212870283,2.61500213543574
36.267409006754555,-11.40210787455241,-33.90465049743652,19.887089665730795,2.6154529750347137
35.46015294392904,-11.58966147104899,-34.918216705322266,20.752860705057778,2.5756945510705314
35.839528401692704,-11.343140284220379,-33.985604476928714,19.971408144632974,2.6710560023784637
33.339829762776695,-11.516039466857912,-34.22939109802246,20.06559664408366,2.6477550069491067
41.606501261393234,-11.115860684712729,-34.93875681559245,21.359225781758628,2.4636703903476396
37.451483408610024,-11.16158701578776,-35.44137725830078,21.8952273050944,2.3845631008346877
31.99367014567057,-10.90858523050944,-33.08644510904948,19.744400278727213,2.433459624648094
35.763909657796226,-11.465042559305827,-33.970259221394855,19.978185017903648,2.527031471331914
40.14969380696615,-11.129334322611491,-37.84983800252279,24.31159362792969,2.4089099019765854
35.56926091512044,-11.164058176676432,-35.33866500854492,21.71314353942871,2.461463302373886
41.42890294392904,-11.37591609954834,-38.618278884887694,24.73924407958984,2.5031186789274216
35.380592346191406,-11.112275123596191,-34.74329744974772,21.216482035319014,2.4145401616891227
34.705227533976235,-10.968091710408528,-35.04028294881185,21.625635655721027,2.4465556293725967
35.104674021403,-10.823023160298666,-35.3424919128418,22.127621587117517,2.3918470591306686
36.24995549519856,-10.946813329060872,-35.20077400207519,21.893698501586915,2.360262155532837
37.41570154825846,-10.713414827982584,-35.90408490498861,22.90036392211914,2.2903061906496682
36.577379862467446,-10.34502016703288,-33.36115315755209,20.747217686971027,2.268915380040805
37.407521565755204,-10.711525535583496,-33.65737851460775,20.677037684122723,2.268815254171689
35.8308162689209,-10.495096015930176,-32.79792086283366,19.874055290222167,2.4287696282068887
35.39861170450846,-10.675880813598633,-32.73020833333333,19.8068291982015,2.247498373190562
35.019405364990234,-10.865939776102701,-33.548288345336914,20.451827621459962,2.230520990987619
32.343695322672524,-10.66231002807617,-36.23077926635742,23.23245989481608,2.336009408036868
35.466837565104164,-10.625025049845378,-33.512912877400716,20.5536314646403,2.33425635099411
33.42097918192545,-10.414789899190268,-32.80714174906413,20.23664970397949,2.15570226808389
37.16449737548828,-10.634455362955729,-34.73302357991537,21.85675055185954,2.241817596058051
38.27580451965332,-10.585563151041667,-39.46259155273438,26.520859400431316,2.356169040004412
37.60588836669922,-11.035984865824382,-36.87915649414063,23.507492065429688,2.335679496328036
32.45370864868164,-10.114143689473469,-30.942968750000002,18.353627077738444,2.4751980900764465
36.74553998311361,-10.553969510396321,-37.198098754882814,24.46190554300944,2.182223657766978
34.97860908508301,-10.40992743174235,-34.44562606811523,21.873953882853186,2.161744763453801
35.55614725748698,-10.70660400390625,-33.73460032145182,20.773978233337402,2.254018048445384
36.47793324788412,-10.721445020039877,-34.20723686218262,21.15201708475749,2.333774800101916
34.51665496826172,-10.368903096516926,-33.544949658711744,20.656699562072752,2.519346947471301
35.43550618489583,-10.937717564900716,-35.95115712483724,22.627377700805663,2.386061777671178
36.34212748209635,-10.529901885986327,-32.86860605875651,20.143389193216958,2.1953150679667788
35.999306996663414,-10.824412536621095,-36.11501795450847,22.95101038614909,2.3395949651797614
32.88728586832682,-10.662917264302571,-32.294050216674805,19.41666405995687,2.214468901356061
31.03362019856771,-10.713821919759114,-32.424602890014654,19.3475824991862,2.3631984939177832
33.281089782714844,-10.882027053833008,-31.355228932698566,18.11862939198812,2.3545725593964257
33.67229016621907,-10.76225783030192,-32.037600199381515,19.025945281982423,2.249397004644076
34.51741409301758,-10.626569175720215,-31.13504015604655,18.213932355244957,2.2945386717716856
31.105865478515625,-10.74622917175293,-35.35193939208985,22.15789655049642,2.4478136946757636
39.973768870035805,-10.039524205525717,-31.687997817993164,19.630681451161706,2.017792146652937
39.628159840901695,-10.392822138468425,-38.74035415649414,26.214465713500978,2.133066341280937
33.68276596069336,-10.782855606079101,-34.59921468098959,21.55100262959798,2.2653564363718033
32.50876871744792,-10.577503458658855,-31.235844167073566,18.409847513834634,2.248493159810702
35.42930475870768,-10.777647082010905,-32.544365056355794,19.391821098327636,2.374896769722303
32.23308436075846,-11.090586407979329,-31.128491465250654,17.7285711924235,2.309333781401316
33.27593739827474,-10.584681383768718,-33.540536117553714,20.687779744466145,2.2680751383304596
31.059284845987953,-10.86981544494629,-27.94357706705729,14.790713119506837,2.2830484732985497
30.256120045979817,-10.930412228902181,-29.17305666605632,15.850195439656577,2.3924490213394165
41.02871449788412,-11.16859016418457,-36.64108403523763,23.181508509318036,2.290985407928626
32.73364003499349,-11.115721448262532,-31.89082908630371,18.35249900817871,2.4226085940996804
32.60818290710449,-11.056129455566406,-29.505996576944987,16.15085544586182,2.299011747042338
30.509193420410156,-10.943521499633789,-27.892675908406574,14.592675526936848,2.3564788848161697
28.31015650431315,-11.18273048400879,-27.17931760152181,13.553562100728353,2.4430249532063804
33.152591705322266,-11.411355908711752,-30.041653060913085,16.188776429494222,2.441520780324936
30.955931345621742,-11.55895856221517,-28.84911295572917,14.787394460042318,2.502759938438733
29.175972620646156,-11.20235544840495,-27.77996381123861,14.278948402404787,2.298659846186638
32.67725372314453,-11.508893203735353,-30.009153747558592,16.018809700012206,2.481450999776522
28.479605992635094,-11.145811080932619,-27.916256586710613,14.377752749125161,2.392692767083645
29.600509643554688,-11.293065071105957,-25.922784169514976,12.280799039204917,2.3489200423161187
25.198403676350907,-11.0192507425944,-25.19992968241374,11.841279315948485,2.339399686704079
24.079272588094074,-11.207369804382324,-25.009529495239256,11.33878599802653,2.4633737256129584
31.018169403076172,-11.44806791941325,-28.10921516418457,14.2580691019694,2.403078039487203
29.72751235961914,-11.097262001037597,-26.11926663716634,12.579509449005126,2.4424953112999597
27.421025594075516,-11.62587916056315,-25.515286382039385,11.372967751820884,2.516439452767372
28.344859441121415,-11.42480754852295,-26.96137097676595,13.103433163960776,2.433130159974098
26.847944259643555,-10.98633664449056,-28.3986390431722,14.630202420552571,2.782099923739831
28.83256403605143,-11.621212450663249,-26.21977055867513,12.237677383422852,2.360880732536316
24.901331583658855,-11.503920873006185,-27.385512288411455,13.280347696940101,2.6012436548868814
25.72435696919759,-11.596416028340657,-24.097526295979815,10.010427220662434,2.490683128436406
23.612798055013023,-11.43439172108968,-23.59711545308431,9.772979386647542,2.3897442494829497
28.24708366394043,-11.831875864664713,-24.829570134480797,10.38070789972941,2.6169865702589354
23.899072647094727,-11.712713114420573,-24.014026514689125,9.715829054514568,2.5854843159516654
26.431395212809242,-11.650239562988283,-24.475070317586265,10.311177094777426,2.513653705517451
26.323440551757812,-12.025704129536948,-24.70785204569499,10.08306916554769,2.599078690012296
27.329280853271484,-11.77953650156657,-27.130849329630536,12.64007110595703,2.7112417221069336
26.316815694173176,-11.833838844299317,-25.940202077229813,11.539519532521565,2.5668436537186303
26.386953989664715,-11.89839661916097,-24.663240559895833,10.130963595708211,2.633880297342936
29.20561981201172,-12.129212570190429,-26.458194096883133,11.662135887145995,2.6668457090854645
25.412895838419594,-12.227351506551106,-25.139394251505536,10.269730663299562,2.6423119604587555
28.18650563557943,-12.115944163004556,-27.662885665893555,12.89824364980062,2.648697793483734
28.56009737650553,-12.159407424926759,-26.14095141092936,11.270272064208983,2.7112718919912973
28.33109792073568,-12.242999203999837,-26.662198257446285,11.798294321695964,2.6209047536055246
29.657393773396812,-12.276648966471353,-27.27327575683594,12.38693879445394,2.6096880336602526
29.808172861735024,-11.920249112447102,-26.048506164550783,11.456039746602377,2.6722174137830734
25.729429880777996,-12.1332394917806,-26.09071426391602,11.308314800262451,2.6491598983605704
27.157938639322914,-11.826730473836262,-26.114965184529623,11.760192839304606,2.528041884303093
25.816697438557945,-12.055607032775878,-25.86510175069173,11.003804461161296,2.805690238873164
29.63634490966797,-12.2507448832194,-28.45169397989909,13.599862670898435,2.601086437702179
27.40918731689453,-12.081940460205077,-27.73478546142578,13.011462275187174,2.641382932662964
30.29739761352539,-12.167249615987142,-30.89737663269043,15.997808647155761,2.732318426171939
36.49045435587565,-12.338928985595704,-34.336223729451504,19.25322914123535,2.744065592686335
29.04742876688639,-12.132649167378744,-31.35859858194987,16.53523063659668,2.690718819697698
32.96861457824707,-11.597581799825033,-29.802706273396808,15.611375268300375,2.5937491953372955
30.946106592814125,-12.333522288004557,-30.332590993245446,15.356821187337239,2.6422474682331085
32.986531575520836,-12.419619051615399,-31.171720631917317,15.904238510131837,2.8478630234797797
31.353291829427086,-12.561894543965657,-30.456741460164388,15.141678428649904,2.7531685034434
29.99607149759929,-12.230114936828613,-28.45200309753418,13.395242341359456,2.8266457418600717
28.30442110697428,-12.211385345458982,-28.153262583414715,13.108744875590007,2.833132356405258
31.763980865478516,-12.749329376220704,-29.22706362406413,13.739683532714844,2.7380506296952567
27.482830047607425,-12.248023096720377,-29.65356076558431,14.368029594421385,3.0375082045793533
30.932774861653648,-12.763456853230796,-29.993482971191412,14.439652887980145,2.790373047192891
30.597754796346027,-12.259586588541667,-28.813088607788085,13.73808358510335,2.815418449540933
28.75346374511719,-12.14375540415446,-28.423629887898763,13.556719398498535,2.723154991865158
30.19043413798014,-12.321697807312013,-28.88881861368815,13.871021970113118,2.696098903814952
26.318023681640625,-12.04845994313558,-28.162450281778973,13.334863917032878,2.77912637591362
31.5218874613444,-12.059433619181316,-30.905716832478838,15.952047920227052,2.8942351043224335
28.588390350341793,-12.128531328837077,-28.56588808695475,13.715097363789877,2.722259432077408
28.810850779215496,-11.99742539723714,-27.654742431640628,12.926781590779623,2.730535288651784
30.99353917439779,-12.205992571512859,-27.51328392028809,12.687165578206379,2.6201258848110833
28.468252182006836,-12.557779375712077,-27.674058787027995,12.254342397054035,2.8619370510180793
28.20244344075521,-12.057574399312339,-28.529697291056316,13.751936690012613,2.720186317960421
27.936098098754883,-11.853132311503092,-27.881844584147135,13.33137133916219,2.6973408112923307
30.89690526326497,-11.858018112182616,-28.358206558227536,13.882288805643718,2.617899564405282
30.89824104309082,-11.542015329996746,-29.314419809977217,15.311275736490888,2.4611287017663317
29.62574513753255,-11.906150245666504,-27.907078425089516,13.318818664550783,2.682109509905179
30.117965062459305,-12.163111050923666,-28.58101552327474,13.644966888427735,2.7729375114043555
30.706436793009438,-11.798831113179524,-29.881767145792644,15.397607676188152,2.685328426460425
27.501310984293617,-11.723799769083659,-28.131710815429688,13.84656670888265,2.5613444050153094
28.297795613606773,-11.947787602742514,-26.912099838256836,12.353672981262207,2.6106392343839007
25.712542851765946,-11.225161043802897,-26.371274820963542,12.614520009358722,2.5315936505794525
29.20970789591471,-11.725930658976237,-28.758281326293947,14.556098365783694,2.4762522677580514
28.230484008789062,-11.603277397155763,-27.300960795084634,13.213407929738363,2.4842755546172457
31.918588638305664,-11.345241101582845,-27.817730204264322,14.003439013163248,2.4690500522653265
28.309756596883133,-11.582429631551108,-27.954264450073246,13.776197052001955,2.595637748638789
28.549715042114258,-11.34330062866211,-27.564425532023108,13.750104522705078,2.4710203458865485
27.14565340677897,-10.898103014628093,-26.3794558207194,13.11397040685018,2.3673824208478136
29.494693756103516,-11.608896509806316,-27.674702580769857,13.540966542561849,2.524839629729589
29.27381451924642,-10.84388828277588,-25.879726537068684,12.596697934468587,2.4391402800877886
31.36374282836914,-11.468284289042156,-29.007683436075844,15.129239590962726,2.410159508387248
30.647200902303062,-11.288948822021485,-27.38372230529785,13.688054275512698,2.406719242533048
30.426863988240555,-11.386085637410483,-27.13202667236328,13.269489638010661,2.4764513870080314
25.286261876424152,-11.138237317403158,-27.648741149902342,14.05759792327881,2.452905928095182
30.217245737711586,-11.563531239827473,-26.43848152160644,12.48139607111613,2.393554389476776
28.765721638997398,-10.966671625773111,-27.199079004923504,13.934679730733233,2.297727584838867
28.460913340250656,-11.298203150431315,-27.04700253804525,13.260695107777913,2.488104318579038
28.791971842447914,-11.263907432556152,-26.828336334228517,13.148643175760904,2.41578575472037
25.424484252929688,-11.3717072168986,-27.66193669637044,13.76987937291463,2.5203501333793006
30.323043187459312,-11.008601379394532,-26.908489354451497,13.561474831899009,2.3384132186571756
29.177609125773117,-11.345526504516602,-27.2107759475708,13.438664468129476,2.426584934194883
27.95305951436361,-11.332999928792319,-28.052212905883792,14.286666170756021,2.432546804348628
30.68217213948568,-11.64218120574951,-28.69567476908366,14.519072024027508,2.5344214886426926
30.66485595703125,-11.4279115041097,-28.599467213948564,14.658176358540853,2.513379245996475
28.921774546305336,-10.983263429005941,-27.282326889038085,13.904927730560303,2.3941357855995498
